gene,rna_pearson_r,rna_spearman_r,rna_n_obs,protein_pearson_r,protein_spearman_r,protein_n_obs,group
SCO2,0.34937024789579174,0.3209952368676037,979,0.20842964658180677,0.19771799379580945,606,non-significant
SCRIB,0.3992187105432753,0.3896669475932485,979,0.5156735808861866,0.5067752173011585,772,non-significant
SCRN3,0.266596879325732,0.20795680968598798,979,0.12153419011562916,0.09443965053189586,235,non-significant
SDF2,0.5011523957635262,0.469552972030939,979,0.1700677784808245,0.2535381764559026,682,non-significant
SDF2L1,0.35305843083313804,0.28377526774143574,979,,,0,non-significant
SDF4,0.29516847964651394,0.32966425763479906,979,,,0,non-significant
SDHAF1,0.3604215591478713,0.32458662478224204,979,,,0,non-significant
SEC11A,0.4346690617203811,0.3978627423192199,979,,,0,non-significant
SEC11C,0.47723633235215285,0.4036912234650444,979,,,0,non-significant
SEC13,0.4847878392103242,0.4092500271814862,979,0.11441579835538852,0.1533975007843417,773,non-significant
SEC22C,0.27772882514828345,0.28114506131271766,979,,,0,non-significant
SEC23A,0.27750137377477896,0.25670996751580505,979,,,0,non-significant
SEC23B,0.3729793876821714,0.4015185815849277,979,,,0,non-significant
SEC23IP,0.2664457026625072,0.2225124657389777,979,,,0,non-significant
SEC24A,0.271381152490108,0.2452053027822286,979,,,0,non-significant
SEC24B,0.24346133274142892,0.21526608285036755,979,,,0,non-significant
SECISBP2,0.14613039473858416,0.12810317913082994,979,,,0,non-significant
SECISBP2L,0.11181020102556444,0.09392713296828535,979,,,0,non-significant
SEH1L,0.39195841881219495,0.33300586246819425,979,,,0,non-significant
SELENOI,0.22225372985135566,0.21047639842224788,979,,,0,non-significant
SEMA4C,0.277456257152808,0.2378667681920513,979,,,0,non-significant
SENP1,0.2027365102677477,0.15122505435555372,979,0.1288722230589458,0.14558499515211692,567,non-significant
SENP2,0.37609711958099723,0.35834755408494023,979,,,0,non-significant
SENP5,0.3118829209156111,0.27775242438632675,979,,,0,non-significant
SENP6,0.30401277749090444,0.2741183091826668,979,,,0,non-significant
SENP7,0.03711057474817927,0.01616617015958048,979,,,0,non-significant
SEPHS1,0.3176394215535488,0.29046728788517046,979,,,0,non-significant
SEPHS2,0.26658699351143467,0.23252112765303243,979,,,0,non-significant
SEPTIN11,,,0,,,0,non-significant
SEPTIN2,,,0,,,0,non-significant
SEPTIN5,,,0,,,0,non-significant
SEPTIN7,,,0,,,0,non-significant
SEPTIN8,,,0,,,0,non-significant
SEPTIN9,,,0,,,0,non-significant
SERGEF,0.21268001550609278,0.1808201298041984,979,,,0,non-significant
SERINC1,0.3337995109667129,0.3189362012713509,979,,,0,non-significant
SERINC3,0.40295070938325184,0.40633687503941174,979,,,0,non-significant
SERTAD1,0.25490306675215113,0.21187382825882434,979,,,0,non-significant
SERTAD2,0.1406310882426317,0.09413923093892919,979,,,0,non-significant
SERTAD3,0.3310052547944117,0.29279446614151194,979,,,0,non-significant
SESN1,0.05867232586054923,0.061544831257334225,979,,,0,non-significant
SESN2,-0.016928944544317488,-0.02179005826926094,979,0.06591950151219937,0.12489509288042532,165,non-significant
SET,0.28968246386564356,0.2714508474112117,979,0.013112059426235317,-0.03591259431984684,768,non-significant
SETD1A,0.11250889070078265,0.07443299578067473,979,,,0,non-significant
SETD1B,0.14650703740938564,0.07802846928013023,979,,,0,non-significant
SETD3,0.45085768420015093,0.4207208179641767,979,0.04297517411001743,0.030126367411591266,695,non-significant
SETD5,0.2791739575867222,0.2302660858268541,979,,,0,non-significant
SETD6,0.22075170363637753,0.23394350541336884,979,,,0,non-significant
SETDB1,0.41873334394610123,0.2934438142481181,979,,,0,non-significant
SETDB2,0.20561297961359543,0.1858874390170871,979,,,0,non-significant
SF1,0.0039458127014442845,-0.0007258671843355601,979,,,0,non-significant
SF3B4,0.46537204746966765,0.3952486975294639,979,0.21556150254548564,0.24744125226159092,774,non-significant
SFMBT1,0.23451841469948895,0.23160099721431973,979,,,0,non-significant
SFMBT2,-0.010635372377052995,-0.03268023614905915,979,,,0,non-significant
SFPQ,0.16579004034568093,0.10595909802539957,979,0.21235170119515964,0.18424843888572984,775,non-significant
SFT2D1,0.38086440493756,0.35774725219973724,979,,,0,non-significant
SFT2D2,0.3038522626291126,0.2815422635746817,979,,,0,non-significant
SFT2D3,0.16678312755164504,0.12872778022210038,979,,,0,non-significant
SFXN1,0.17733215968582478,0.15592803698086305,979,0.4568517318356342,0.47259899300703817,771,non-significant
SFXN4,0.1829434239668942,0.1424572864715888,979,0.1731301402187846,0.2032141587739933,558,non-significant
SFXN5,0.14840520665034868,0.16927081758670223,979,,,0,non-significant
SGK1,0.101535920397193,0.11070512206618995,979,,,0,non-significant
SGK3,0.21319310241676165,0.227288457554597,979,,,0,non-significant
SGSM3,0.18748802837261005,0.18638957740045972,979,,,0,non-significant
SGTA,0.29056234095416855,0.24608289095481306,979,0.14501015046965388,0.10710932441556237,766,non-significant
SGTB,0.1166043759540831,0.09819347232668046,979,0.00956001785348276,0.005485358782247871,409,non-significant
SH2B1,0.16237603154812444,0.10330389150279318,979,,,0,non-significant
SH2B3,-0.03794462587205238,-0.07667876437572876,979,,,0,non-significant
SH3BGRL3,0.1988265005718744,0.2032375596166773,979,,,0,non-significant
SH3BP1,0.08602336205335802,0.08194295582621683,979,,,0,non-significant
SH3BP5,0.25201569219186115,0.24993118594662486,979,,,0,non-significant
SH3BP5L,0.14387869649217974,0.19828833877165014,979,,,0,non-significant
SH3D21,0.1549371985893218,0.13373545809568982,979,,,0,non-significant
SH3GL1,0.24042634359735554,0.2358718582207167,979,,,0,non-significant
SH3GLB1,0.36667466654198555,0.3214350981356218,979,,,0,non-significant
SH3GLB2,0.29090938198901084,0.27202702513474114,979,,,0,non-significant
SHARPIN,0.4564899569150152,0.43829431480389086,979,,,0,non-significant
SHKBP1,0.2842059914835309,0.23239851813770504,979,,,0,non-significant
SHMT1,0.3279123810308481,0.3318651851165815,979,,,0,non-significant
SHMT2,0.16059128206496165,0.04811553784708657,979,,,0,non-significant
SHOX2,0.0546693050957418,0.08271185583857178,979,,,0,non-significant
SIAH1,0.3583716780298376,0.3447092637119045,979,,,0,non-significant
SIAH2,0.18304466820738385,0.17852355548909177,979,,,0,non-significant
SIK3,0.32796407062467214,0.2890206324766628,979,,,0,non-significant
SIKE1,0.45073435965322683,0.401533468964523,979,-0.032840923136218336,-0.025206663828571986,367,non-significant
SIN3A,0.1522694443292344,0.0866923221193087,979,0.10569638745838748,0.1002785823863727,775,non-significant
SIN3B,0.19791796140124096,0.17130208505045388,979,,,0,non-significant
SIPA1,0.05788565707095922,0.03185139010610328,979,0.15789046114126482,0.2010630554500915,764,non-significant
SIRT1,0.15328754432219316,0.1162759871223244,979,,,0,non-significant
SIRT2,0.34473920323905427,0.2999194363450337,979,,,0,non-significant
SIRT5,0.2647999365552346,0.2214813968361025,979,,,0,non-significant
SIRT6,0.2642465302170263,0.25310939549606337,979,,,0,non-significant
SIRT7,0.238904460186316,0.22309434679165213,979,,,0,non-significant
SIX1,0.3061652884772126,0.3358380946448363,979,0.06500011150808804,0.05273630252588074,324,non-significant
SKI,0.30265748891153355,0.25773225803428645,979,0.18043931978389005,0.12109255664393863,126,non-significant
SKIL,0.27829557742517713,0.2749087032128187,979,,,0,non-significant
SLC12A2,0.07607396455453244,0.09293135549097362,979,,,0,non-significant
SLC12A7,0.17286193024337304,0.19395945503931364,979,,,0,non-significant
SLC16A1,0.1904405915788348,0.2491554685162807,979,,,0,non-significant
SLC16A9,0.10948862327008588,0.10215665854152699,979,,,0,non-significant
SLC19A1,0.25125506174407897,0.21251585900438794,979,,,0,non-significant
SLC1A5,0.25353600016066674,0.2306441708499037,979,,,0,non-significant
SLC20A1,0.12370426935685146,0.10866647085416468,979,,,0,non-significant
SLC20A2,0.35628200120153863,0.32546127181814505,979,,,0,non-significant
SLC25A10,0.2039720702710402,0.19132866974263116,979,,,0,non-significant
SLC25A11,0.298249242753043,0.2892737924219115,979,,,0,non-significant
SLC25A12,0.1171891864371345,0.09910791398571282,979,,,0,non-significant
SLC25A13,0.4034541274521014,0.4349227484048133,979,,,0,non-significant
SLC25A16,0.2417529191180936,0.21644117960980033,979,,,0,non-significant
SLC25A17,0.32028824081305335,0.30411206929886364,979,,,0,non-significant
SLC25A21,0.25583308618000267,0.26078165142798826,979,,,0,non-significant
SLC25A23,0.15305931749882018,0.15930792709389907,979,,,0,non-significant
SLC25A24,0.31986297581013046,0.345131581351317,979,,,0,non-significant
SLC25A26,0.41357940082031003,0.4000809171604178,979,,,0,non-significant
SLC25A29,0.19945994640126444,0.17849974200513744,979,,,0,non-significant
SLC25A3,0.3010233968505784,0.2187583434014252,979,,,0,non-significant
SLC25A32,0.30660047758277226,0.2685631869777469,979,,,0,non-significant
SLC25A33,0.2958237971995517,0.2033125295906117,979,,,0,non-significant
SLC25A36,0.23390505291874436,0.20649386336500516,979,,,0,non-significant
SLC25A37,0.28646271014935454,0.2879419958038407,979,,,0,non-significant
SLC25A38,0.2358059220758293,0.24204446205726465,979,,,0,non-significant
SLC25A44,0.4055571963901572,0.3424173784897449,979,,,0,non-significant
SLC27A2,0.06933283561637635,0.05230477409873853,979,,,0,non-significant
SLC27A4,0.32319021964020367,0.3150704639141371,979,,,0,non-significant
SLC27A5,0.01330249261227772,0.01241774554510216,979,,,0,non-significant
SLC29A1,0.1564918160737832,0.13605378250924194,979,,,0,non-significant
SLC29A2,0.1818222764652797,0.2205879144559606,979,,,0,non-significant
SLC2A1,0.21282648544688468,0.21373275854637247,979,,,0,non-significant
SLC2A3,0.04367549547961768,-0.02446284680949213,979,,,0,non-significant
SLC2A4RG,0.4115527534490921,0.4243467570743352,979,,,0,non-significant
SLC30A1,0.21622878814036123,0.2076291987727945,979,,,0,non-significant
SLC30A5,0.3546960799788088,0.34745751486863014,979,,,0,non-significant
SLC30A7,0.44805245544048433,0.3636948820056892,979,,,0,non-significant
SLC33A1,0.4161746894666657,0.3881354915293819,979,,,0,non-significant
SLC35A1,0.2677802487250128,0.26050570933890305,979,,,0,non-significant
SLC35A3,0.3307609729685662,0.26214351111076334,979,,,0,non-significant
SLC35A4,0.17507424105900043,0.1523569899392958,979,,,0,non-significant
SLC35B1,0.43354719092592264,0.396489890168545,979,,,0,non-significant
SLC35B2,0.30466167600698424,0.29144258471054596,979,,,0,non-significant
SLC35B4,0.31832196954480874,0.2878927060362082,979,,,0,non-significant
SLC35D1,0.10330220503426549,0.054058677229171605,979,,,0,non-significant
SLC35D2,0.25032724289929226,0.269538461125484,979,,,0,non-significant
SLC35E1,0.3000200198767153,0.2782791465274065,979,,,0,non-significant
SLC35E2B,0.18628709013763672,0.11651613373940294,979,,,0,non-significant
SLC35E3,0.44453833045552654,0.14790037135634312,979,,,0,non-significant
SLC35G2,0.11673959139628666,0.11621479930687054,979,,,0,non-significant
SLC37A1,0.027987660161077368,0.014479775500373,979,,,0,non-significant
SLC37A3,0.37759708005670556,0.39276694467682444,979,,,0,non-significant
SLC38A1,0.22099787407465915,0.20991701146834854,979,,,0,non-significant
SLC38A2,0.17416678529016977,0.12959558286011716,979,,,0,non-significant
SLC38A6,0.2875223723720233,0.2692069921443522,979,,,0,non-significant
SLC38A7,0.25369684933885917,0.21583409400685075,979,,,0,non-significant
SLC39A1,0.4111130685837015,0.38079321363317314,979,,,0,non-significant
SLC39A10,0.12868471691022149,0.12432162960790871,979,,,0,non-significant
SLC39A14,0.29873454576171193,0.31629987187172626,979,,,0,non-significant
SLC39A3,0.254376064666755,0.24413807987534528,979,,,0,non-significant
SLC39A4,0.2764014365890557,0.34067826597833445,979,,,0,non-significant
SLC39A6,0.37033187325262384,0.38950112496915534,979,,,0,non-significant
SLC39A7,0.38055477645364005,0.36728719852679265,979,,,0,non-significant
SLC39A8,0.10677603951424557,0.06276189057355872,979,,,0,non-significant
SLC44A2,0.021432297240966264,-0.035476402921178825,979,,,0,non-significant
SLC4A1AP,0.3814142621010235,0.3022820652798974,979,,,0,non-significant
SLC4A2,0.43042718434454774,0.4249290274341678,979,,,0,non-significant
SLC4A7,0.17643225785928401,0.1689681594892793,979,,,0,non-significant
SLC66A3,,,0,,,0,non-significant
SLC6A6,0.17909147332553868,0.13638923541159592,979,,,0,non-significant
SLC7A1,0.21105997236857635,0.20651264183775547,979,,,0,non-significant
SLC7A11,0.1004955786420535,0.11170321036196103,979,,,0,non-significant
SLC7A5,0.25178202029369157,0.23166762771357588,979,,,0,non-significant
SLC7A6,0.18430184288598758,0.12486822744964926,979,,,0,non-significant
SLC7A8,0.1120735086106551,0.1416165234973463,979,,,0,non-significant
SLC9B2,0.0897555191213266,-0.01813167624294337,979,,,0,non-significant
SLF2,0.23121871841687164,0.20504819601203614,979,,,0,non-significant
SLK,0.2919269135550159,0.282823786086714,979,0.14343909506075236,0.1275893587557684,746,non-significant
SLTM,0.13192629886259513,0.1539646076239694,979,0.24375306912424705,0.2188193356116807,774,non-significant
SMAD1,0.1064133312788169,0.11722077589678596,979,-0.20045795746528006,-0.2621939220628334,87,non-significant
SMAD2,0.4440577517346269,0.42840651098218885,979,0.23115878882158983,0.19635622374885195,65,non-significant
SMAD4,0.5195352220413381,0.4601548171325129,979,0.2568577209865718,0.23944711074482672,597,non-significant
SMAD5,0.2042199756331866,0.18495824009479764,979,-0.022647121765974967,-0.029336364588184522,384,non-significant
SMAP1,0.28051688190750323,0.2697889237489679,979,0.18720310944353472,0.15496849813863664,600,non-significant
SMAP2,0.21247324485930877,0.056213657587961686,979,0.11039799781629443,-0.06865720428556132,581,non-significant
SMARCA2,0.2412234614705704,0.2793165529202195,979,,,0,significant
SMARCA4,0.2540206509181622,0.18929295566147217,979,,,0,non-significant
SMARCA5,0.1760194396090218,0.1367449029770404,979,,,0,non-significant
SMARCAD1,0.20661624080858787,0.1866956839625565,979,,,0,non-significant
SMARCAL1,0.17778291517286202,0.1249883746255369,979,,,0,non-significant
SMARCC1,0.1804105859923047,0.15834156202952873,979,,,0,non-significant
SMARCC2,0.10411475900458714,0.06192391021160884,979,,,0,non-significant
SMARCD1,0.1297867816320648,0.09813026826262385,979,,,0,non-significant
SMARCD2,0.23125399614905084,0.13129879387174537,979,,,0,non-significant
SMARCD3,0.2439430833380245,0.2077971430207392,979,,,0,non-significant
SMARCE1,0.31805694115879435,0.20263068466791545,979,,,0,non-significant
SMC4,0.21960408464388181,0.20191930779625505,979,-0.15589501171131676,-0.18117028134877064,773,non-significant
SMIM10L1,0.3906379834955128,0.30571193426138243,979,,,0,non-significant
SMNDC1,0.21298140646491953,0.1870573987277475,979,,,0,non-significant
SMURF1,0.40656344377097375,0.3710754103432126,979,,,0,non-significant
SMURF2,0.16436567686073464,0.1985865246018935,979,,,0,non-significant
SMYD2,0.30525108667633793,0.2976358457395826,979,,,0,non-significant
SMYD3,0.1588358652840547,0.1597844270114746,979,0.06389556003842907,0.038425448594967514,496,non-significant
SMYD5,0.23779276783270942,0.2405991217277308,979,0.09169300764771757,0.1237343271100091,402,non-significant
SNRK,0.21275856765388335,0.2133569852551497,979,,,0,non-significant
SNRNP200,0.18197613262457882,0.1563312972603206,979,,,0,non-significant
SNRNP35,0.2697495294748422,0.14546641959965537,979,,,0,non-significant
SNRNP40,0.30534595318418956,0.24610178347449896,979,,,0,non-significant
SNRNP70,0.11818674171787569,0.1080845740964026,979,,,0,non-significant
SNRPA,0.025216706460417196,-0.04396771547024234,979,-0.013169553286190797,0.0020697389773722597,775,non-significant
SNRPA1,0.26441673097893587,0.23589901034264746,979,,,0,non-significant
SNRPB2,0.3743703096653251,0.3837575783308757,979,,,0,non-significant
SNRPD1,0.23547216826939765,0.1549985002625436,979,,,0,non-significant
SNRPD3,0.37382530211712406,0.2878082541724059,979,,,0,non-significant
SNRPF,0.19369666875866212,0.18296794781742695,979,,,0,non-significant
SNRPG,0.20412969309753937,0.19539275948368448,979,,,0,non-significant
SNTA1,0.24146177059079005,0.20420105683067694,979,0.24814788946014105,0.2742901490676857,148,non-significant
SNTB2,0.25664461009511164,0.20859418191390489,979,0.2994356610193272,0.32670707346578404,754,non-significant
SNX1,0.21026048430829056,0.1836352579976294,979,0.03929035603071131,0.004984144755031233,769,non-significant
SNX10,0.11334969324448987,0.10557475493152972,979,,,0,non-significant
SNX13,0.48523668461615005,0.46103414708328305,979,,,0,non-significant
SNX15,0.26845233166581567,0.26103187179299725,979,0.11188604898584294,0.11940603591111952,523,non-significant
SNX17,0.17571661614394968,0.11855645700274493,979,0.056287391521657584,0.06721861845135764,332,non-significant
SNX2,0.24393232585884506,0.21829983642476722,979,0.022814325299053258,-0.02117946749299189,773,non-significant
SNX27,0.4394714040745227,0.36643714902622715,979,0.2815118449504719,0.2567461375544707,747,non-significant
SNX3,0.44072966248580087,0.40157827729373397,979,0.23443369013528956,0.23210961256381585,772,non-significant
SNX4,0.19943935625816916,0.1511913880399609,979,0.08294280823963507,0.08266907151317308,687,non-significant
SNX5,0.38338939345944983,0.3592320554999761,979,-0.019879529716650725,-0.05137406976261344,742,non-significant
SNX6,0.43857886941902785,0.3858738343389996,979,0.04671386302789153,-0.004744726679335781,769,non-significant
SNX9,0.2754355717028866,0.3279520566179751,979,0.1358306266047086,0.1368817892572643,603,non-significant
SOAT1,0.10460707932630914,0.11289130204291875,979,0.11010397720552959,0.13679454605671376,599,non-significant
SOCS1,-0.003835025299378899,-0.005188244165947114,979,,,0,non-significant
SOCS2,-0.06121521475271197,-0.06568081115010631,979,,,20,non-significant
SOCS4,0.2853542854683457,0.25435522717153347,979,,,0,non-significant
SOD1,0.32325256078441256,0.3125981028860455,979,,,0,non-significant
SORD,0.09048285108564064,0.08470159001391725,979,,,0,non-significant
SOS2,0.3034723685794705,0.256841237555243,979,,,0,significant
SOX1,0.08203153795827763,0.0597972597592322,979,,,0,non-significant
SOX12,0.12607253060829135,0.12893564669719101,979,,,0,non-significant
SOX18,0.09421397397321846,0.16219245706207716,979,,,13,non-significant
SOX4,0.10715053103303698,0.04062703909741744,979,,,0,non-significant
SP1,0.09901332999648951,0.09541033543795878,979,0.07157255797127833,0.05495795667331814,618,non-significant
SP100,0.08233043828631481,0.11629880824261646,979,0.18677687123833175,0.19588721471830864,621,non-significant
SP110,-0.010057078679790079,-0.010481974840887818,979,-0.0005588967706793221,-0.06277040773103239,148,non-significant
SP2,0.09262776693127929,0.06801419087488265,979,,,0,non-significant
SP3,0.25586569675187215,0.19713398746477517,979,0.1456936384731834,0.1277477196868499,626,non-significant
SPAG9,0.2504151262239325,0.2762044828076418,979,,,0,non-significant
SPAST,0.14061005431901963,0.11887540711903996,979,0.17341241414178288,0.16654464151128487,193,non-significant
SPATS2,0.21951810226292234,0.20620929198840063,979,,,0,non-significant
SPECC1L,0.26142401223792533,0.18787996120325196,979,,,0,non-significant
SPG7,0.2950609628617029,0.2802491741383016,979,0.11294622211268844,0.10751060683543298,575,non-significant
SPHK1,0.1508406339635262,0.15407017765904454,979,,,0,non-significant
SPI1,-0.23947457570179675,-0.13211546035800262,979,-0.028832163363944518,0.05136301092087136,82,non-significant
SPIN1,0.29836857187932375,0.28854155299156503,979,0.23064862082110602,0.22413225816517388,750,non-significant
SPPL2A,0.29444443598743814,0.2575868797330951,979,,,0,non-significant
SPPL2B,0.10109997381657315,0.09171863063634662,979,,,0,non-significant
SPPL3,0.2922751355444932,0.2723304002102234,979,,,0,non-significant
SPRED1,0.17570031856746465,0.16165686319319844,979,,,0,non-significant
SPRED2,0.17420845115871875,0.1520391715245214,979,,,0,non-significant
SPRY2,0.15024223835616174,0.15563135596097727,979,,,0,non-significant
SPTAN1,0.1842870704301905,0.14038673164714122,979,,,0,non-significant
SPTBN1,0.18506217020961585,0.14936295227255797,979,,,0,non-significant
SPTLC1,0.4586737870583262,0.45833394247366016,979,,,0,non-significant
SPTLC2,0.2088679564270408,0.20827103942639774,979,,,0,non-significant
SRCAP,0.09648348454743746,0.047203364726399785,979,0.12957192115996438,0.12097613702456064,688,non-significant
SRD5A1,0.45208739377854507,0.4336219699745825,979,,,0,non-significant
SREBF1,0.23658562997138807,0.22751562127119296,979,,,0,non-significant
SREBF2,0.130186697283308,0.11627864081526007,979,,,0,non-significant
SREK1,0.17022111423196218,0.14391674527570728,979,0.03457450237766582,0.03444497158534781,766,non-significant
SRI,0.38330483354003086,0.40576857371991026,979,,,0,non-significant
SRM,0.2407064266493939,0.19122791534737016,979,,,0,non-significant
SRPK1,0.24514667165753656,0.18994058905361955,979,0.1449721298775395,0.09624097317882642,740,non-significant
SRPK2,0.37827928742566,0.3738452770892829,979,0.25344680476190007,0.2842147139551507,718,non-significant
SRSF1,0.013608160327325968,-0.009338194743327949,979,0.0724824939319714,0.039282704096958915,775,non-significant
SRSF10,0.18543907171292562,0.15949007262236445,979,,,0,non-significant
SRSF11,0.18688708746345595,0.1458467504501174,979,,,0,non-significant
SRSF2,0.11768916606486544,0.09405742963407009,979,-0.017494195031923777,-0.0046881678791463694,772,non-significant
SRSF3,-0.02435912403950609,-0.046782262718342044,979,-0.002393326608448612,-0.007802210703021415,775,non-significant
SRSF4,0.28575299756312267,0.24651719392942728,979,0.26253829482145186,0.25243108166143674,769,non-significant
SRSF5,0.21541650385437394,0.17195233757130418,979,0.04485959825867373,0.042576222767291304,774,non-significant
SRSF6,0.24608521052146376,0.1710678260567565,979,0.10691014700898432,0.09106857116169045,775,non-significant
SRSF7,-0.00786556586702731,-0.016571397240194508,979,0.07623570090186578,0.06269723193401622,775,non-significant
SRSF8,0.29252089492753214,0.2690688175229131,979,,,0,significant
SRSF9,0.2449314086923779,0.20314704393245434,979,0.34021355199631304,0.3143631523575044,775,non-significant
SS18,0.4079774950971593,0.3774786750730192,979,,,0,non-significant
SS18L1,0.35926058203368005,0.36040676989364145,979,,,0,non-significant
SS18L2,0.2973885670812756,0.2981530838854965,979,,,0,non-significant
SSBP2,0.01635084859990309,-0.025582853828726906,979,0.13561938901662765,-0.0441544706884545,173,non-significant
SSBP3,0.15986130835367146,0.1268072137750227,979,0.13246675787034945,0.14020393534993159,369,non-significant
SSBP4,0.14895673537583182,0.10758416484303554,979,,,0,non-significant
SSH1,0.07737098903545161,0.09549096827242631,979,,,0,non-significant
ST3GAL2,0.0025489478065105313,-0.02448738978783442,979,,,0,non-significant
ST3GAL3,0.16386268433291962,0.13832926482154143,979,,,0,non-significant
ST7,0.377712558701595,0.4048703142345711,979,,,0,non-significant
ST7L,0.43743635536707026,0.4237068511665875,979,,,0,non-significant
STAG1,0.18480960267019403,0.15530342583185924,979,0.20439227162798357,0.22633860915649326,756,non-significant
STAM,0.38177221270722583,0.3464039863835653,979,,,0,non-significant
STAM2,0.236284464323626,0.20612961950533684,979,0.17805802212447108,0.18430517685177658,691,non-significant
STAR,0.06307910597203761,0.18806240192004475,979,,,0,non-significant
STARD3,0.5197522099267088,0.30208080399947584,979,,,0,non-significant
STARD3NL,0.31874700522265176,0.34320690594967657,979,,,0,non-significant
STARD7,0.1050429094819364,0.057332891244576675,979,,,0,non-significant
STAT1,0.1130968468353742,0.14426220369692033,979,0.12104492429470756,0.1578347120689528,768,non-significant
STAT3,0.2387744000638143,0.17450560630328138,979,0.21366017811899138,0.17405473140085956,724,non-significant
STAT5A,-0.08106024515435836,-0.054322699534837045,979,,,0,non-significant
STAT5B,0.09158551521007412,0.07526780587681904,979,,,0,non-significant
STAT6,-0.01662045026753859,0.017187918148677293,979,0.09966674031989735,0.027726287000305664,447,non-significant
STAU1,0.5344963013276477,0.5307436577271895,979,0.46230502705229026,0.4711440591687055,774,non-significant
STAU2,0.25385987737371807,0.22239647876024393,979,0.12486489179896523,0.1164022186545399,657,non-significant
STIM1,0.18230531977140185,0.16225701260485895,979,0.21470702575598793,0.20303946791582747,771,non-significant
STIM2,0.12280045097809464,0.12039693291664842,979,0.10166336451697429,0.05398308871634824,553,non-significant
STIP1,0.29177544284577595,0.28245682904285774,979,-0.03611420099881043,-0.08606937233014511,775,non-significant
STK11,0.3227915007140806,0.23253203052972934,979,,,0,non-significant
STK16,0.24256584598892766,0.21493150913505474,979,,,0,non-significant
STK17A,0.18405866338422572,0.16794713512952553,979,,,0,non-significant
STK17B,-0.003980190314581494,-0.0052032867062609435,979,,,0,non-significant
STK25,0.30212357368578524,0.2562676700145695,979,,,0,non-significant
STK3,0.4108745588202086,0.4055756084445534,979,0.18736586368309174,0.18676414345265224,543,non-significant
STK32C,0.2353517200124955,0.23819413703962394,979,,,0,non-significant
STK35,0.4555091007129544,0.4493330273144199,979,,,0,non-significant
STK38,0.22447630857195844,0.19658969993611838,979,0.04956030766323577,0.003637813700343637,405,non-significant
STK38L,0.30915724817145734,0.22796317601243946,979,,,0,non-significant
STK39,0.08520464289139693,0.05210563208117772,979,-0.03091456688432287,-0.05419386199779661,582,non-significant
STK4,0.14466166762240712,0.15771122287389389,979,-0.15435882373852267,-0.1626344646199573,669,non-significant
STK40,0.17434674841139183,0.1266922003892886,979,,,0,non-significant
STMN1,0.18805447574814763,0.18146209372931402,979,0.06023678402238991,0.019533519229003305,775,non-significant
STMN3,0.07731305613915201,0.06332326875023052,979,-0.12972316121373123,-0.11148391458858124,176,non-significant
STOM,0.0795762530089189,0.0726375314557126,979,0.23759803023284098,0.22389318702605002,616,non-significant
STOML2,0.4349539760243852,0.3960454173101084,979,,,0,non-significant
STRADA,0.14694547342966313,0.09941184367287903,979,,,0,non-significant
STRADB,0.22453594884154615,0.19002076514448796,979,,,0,non-significant
STRBP,0.06458938345573162,0.06174663112178638,979,0.005656191611385572,0.0076724585652845935,774,non-significant
STRIP1,0.26326405753341625,0.20693427351183327,979,,,0,non-significant
STRN,0.1672474759689819,0.1434192004231591,979,0.0763445986315639,0.07581908190420239,771,non-significant
STRN3,0.480857738056721,0.4457041990847796,979,0.28087516524323863,0.3180977789953283,762,non-significant
STRN4,0.2800372560142298,0.247792725791601,979,0.1003541078843729,0.10693747682671631,725,non-significant
STT3A,0.4415071199957796,0.44475839733343187,979,0.289480342465571,0.3071126161012441,773,non-significant
STT3B,0.2998167155987417,0.30437555430496593,979,0.34087345680065395,0.33861054784986944,764,non-significant
STX10,0.2569418218821271,0.18991207312546785,979,0.2040802971464745,0.18481208014261089,699,non-significant
STX12,0.2885737326276886,0.2727698956017382,979,0.3700612029698568,0.36439646542597737,774,non-significant
STX16,0.38773264840723765,0.34005082111467894,979,0.4743081911369294,0.4917295616250975,770,non-significant
STX17,0.28501532536806773,0.2636184420899626,979,0.27242430809617535,0.2827015418211158,738,non-significant
STX2,0.05581683971695456,0.03145110792294261,979,0.11603677398466115,0.09113615411825658,312,non-significant
STX3,0.2912105128196726,0.29548265710450605,979,0.16039588136472732,0.14910882287800323,599,non-significant
STX4,0.30847452045979973,0.24109952997595968,979,0.2730348226433008,0.2802642619630198,768,non-significant
STX5,0.2927847832092636,0.2798677821712885,979,0.3481455309798596,0.34836074057917454,765,non-significant
STX6,0.3034157165378283,0.25462176659529523,979,0.2747476289319295,0.25039060818690767,765,non-significant
STX7,0.19734058779904073,0.2131432416151025,979,0.17847146080996887,0.18709661208890477,768,non-significant
STX8,0.38502060218411827,0.3739316325724855,979,0.2937737133422086,0.2942611319189377,734,non-significant
STXBP2,0.010242886271320216,0.052423358247412205,979,,,0,non-significant
STXBP3,0.3305874065045902,0.2821751977507395,979,,,0,non-significant
STXBP5,0.2625888330191951,0.26247577323831967,979,,,0,non-significant
STXBP6,0.10731121420500292,0.10265649305413853,979,,,0,non-significant
STYX,0.33770782339109195,0.28568980011688083,979,,,0,non-significant
STYXL1,0.42480045837731895,0.43154666295956046,979,,,0,non-significant
SUCLA2,0.4294897666724096,0.402751543021104,979,,,0,non-significant
SUCLG2,0.33475304392007593,0.35216446753430325,979,,,0,non-significant
SUDS3,0.2718374061872071,0.23799610543186064,979,,,0,non-significant
