,cluster_id
ADRA2B,336
PSKH1,-1
TSR2,-1
KLHL12,-1
AVL9,238
LAT,-1
DMXL1,379
EIF3C,-1
ATP5MK,-1
TMEM200A,357
ODAD1,-1
EIF1B,-1
SLC25A37,107
ZNRD2,-1
LRG1,-1
TACC2,-1
RPL35,-1
GNL1,-1
SSR2,-1
GLI2,147
DYRK1A,-1
TMX1,-1
SCYL2,-1
GABARAPL1,128
IPMK,287
EIF5AL1,-1
CARD8,-1
UTP20,30
LUC7L3,209
C6orf62,-1
FANCA,-1
AR,-1
MYL6,-1
SCOC,362
RAPGEF2,-1
ADAM11,-1
SKIC8,423
SLC35A3,-1
TMEM39A,425
FYCO1,165
SLC35B1,-1
ENTREP1,-1
GPX2,386
ZBTB8A,-1
LARP6,-1
ADAMTS4,-1
GOSR1,-1
VIPAS39,577
MEX3B,-1
MARK4,-1
NDUFAF1,-1
NSFL1C,-1
NAPA,574
UPF3B,245
CD37,140
NUP42,522
ATP5MJ,172
STAM,475
EIF3K,-1
HEXIM2,-1
PRRT4,517
ATMIN,522
IDI2,50
NDUFA9,-1
FBXO3,-1
GMPR2,317
ARHGAP11B,-1
RABL3,96
WSB2,183
TPCN2,122
XRN1,-1
TMUB2,-1
EMC1,-1
KDM4D,-1
MREG,-1
ANKRD52,472
SMG9,-1
UGP2,-1
HERC5,277
MFSD11,-1
SCO2,133
HNRNPH1,-1
EIF3H,423
SNAP29,-1
GTF2A1,-1
RPS9,110
CSPG5,402
CPTP,-1
ST6GAL1,-1
MRPS5,-1
OR2A4,-1
CCDC103,452
ZRANB1,-1
RUNDC3A,-1
EFEMP2,211
YAP1,366
KCTD21,326
RUVBL1,196
GP1BA,35
USP5,-1
CLCN3,308
GEMIN7,-1
PGM2,-1
KLK10,216
NLE1,-1
SNF8,-1
TAF12,-1
ZCCHC17,-1
SULT1A2,-1
GRAMD4,-1
FXYD7,-1
ZCCHC14,-1
PHYHIP,-1
FBF1,-1
BLM,-1
RCN3,-1
SEPTIN7,-1
HEXA,283
DAXX,-1
ELP2,-1
USP19,-1
CEBPA,-1
BTAF1,-1
MBD5,-1
NPRL3,-1
DPP8,-1
CDHR1,446
GPN1,-1
PEX14,429
ATG13,-1
U2SURP,-1
RRS1,-1
RBIS,-1
BOP1,98
BICDL2,-1
AIF1,335
RYK,-1
PCF11,-1
ERVV-2,329
NCAPG2,-1
TRAPPC6A,-1
ISCU,555
NUP210,-1
PANK4,213
ASTE1,-1
ERCC6L,-1
BNC2,-1
MCM3,-1
LAMTOR3,597
ZBTB2,207
RANBP9,-1
ZCCHC10,122
PDS5B,-1
TIMM8B,-1
DNAJB14,-1
METTL25B,233
PRAME,264
GDF9,-1
CHMP5,138
ASPRV1,558
STAC3,106
MTFR2,-1
ATOX1,-1
RHOC,-1
MED28,-1
IMPA2,-1
ATP6V1G1,113
IFT46,7
MKRN1,-1
PHLDB2,-1
PRICKLE4,202
HIPK1,442
FANCI,372
ENSG00000284691,273
ZFYVE1,-1
EXOC8,-1
ARSI,85
GADD45G,-1
LIN9,-1
ATXN7L1,-1
STRN4,432
PSMG2,5
MAT1A,-1
SMIM10L1,-1
TMEM209,146
AIP,-1
EXOSC1,-1
SERF2,621
UQCC2,29
KLHDC9,311
SOCS6,631
ALG3,-1
ABCF1,-1
MAP2K1,-1
OGA,-1
NIPSNAP3A,-1
TMEM68,-1
KLHL18,385
ALG1,-1
KRT7,-1
LHB,-1
PNN,-1
CRCP,91
DHX9,-1
MRPL2,208
ESRP1,182
MARCHF5,-1
ID2,511
VCY,-1
TMEM131,47
SLC15A3,72
ASGR1,-1
GPATCH4,-1
DDI2,57
ESPL1,-1
PRPF8,-1
GARS1,-1
FRG1,-1
USP33,-1
GHITM,-1
EMC2,612
PRR11,-1
GIPC3,-1
FBXL15,-1
EPHX3,106
TUBB1,-1
ANKEF1,386
HOXD13,232
HSPB8,59
BMPR1A,-1
MRPL22,-1
PGF,5
TOMM40,494
CCT5,-1
GAPDH,-1
TNFSF12,119
GTF2F1,354
LPAR3,-1
CTNND1,343
CENPC,-1
ZNF451,-1
FN1,247
GFY,-1
RALB,-1
KCNC3,-1
OLFM1,-1
ERGIC2,-1
SLC39A7,233
ELAVL2,-1
TRIM26,81
RUFY1,-1
FANCD2,0
WDR20,-1
ARHGEF17,-1
DIPK2A,-1
SF3A1,-1
CERCAM,487
TXNIP,201
RTN4IP1,-1
GCAT,100
SAE1,-1
RPL8,221
PAPSS2,-1
LDHB,-1
HYLS1,89
KRAS,-1
PCDHB15,251
TMEM150A,-1
TCP1,-1
BNIPL,-1
SEMA4F,-1
DDX23,-1
UBE2L3,-1
EEF1E1,358
ATXN7L2,-1
STX5,207
SLC20A2,-1
RASSF2,-1
UBXN10,-1
CLINT1,501
PPP1R8,149
ARPC4,-1
DHFR,-1
GPATCH8,-1
FBXO48,-1
VPREB3,-1
ELL,-1
GNG5,-1
STON1,-1
ALG10B,-1
CLDN34,-1
C9orf78,-1
FHIP2B,-1
JAG2,-1
RALGPS2,-1
STN1,-1
ENY2,631
SUPT16H,-1
EPS15L1,393
ICE1,-1
XRCC5,363
EXOSC2,214
PLA2G4C,-1
TAF5L,-1
HADHA,-1
SEZ6,-1
SNRPA,78
MRPL35,-1
YOD1,-1
PDLIM2,549
UQCRB,-1
PMVK,65
SMCO4,-1
SLC31A2,-1
NAA15,-1
CRISPLD1,-1
C14orf93,-1
NMU,-1
TMEM130,7
SRSF3,275
DPPA2,-1
VASH2,-1
VDAC2,-1
FBXO5,-1
SWI5,-1
AFAP1,-1
ARL2,17
ETFDH,-1
LSM5,-1
PRCC,-1
CCDC9,265
ASIC3,129
BMP4,-1
SYNGAP1,120
RPAIN,-1
MAL2,261
CTH,42
FASN,-1
PTPN5,-1
TMEM82,-1
CDK10,106
NDC1,-1
MAP3K2,360
PCNX3,-1
TMEM221,-1
TGIF1,486
CNKSR1,-1
RASSF4,120
YPEL4,143
ZNF511,-1
NOL12,-1
LARS1,590
GGTLC2,426
SPCS3,-1
SRP54,-1
GABBR1,-1
FHIP1A,133
VTA1,-1
DLG3,-1
MEAF6,-1
CDK7,-1
TOR2A,-1
HGS,-1
PPP1R7,389
UBR4,634
DDX49,-1
GPR150,453
TFG,-1
RAB2B,367
BDH1,-1
TMEM175,-1
DLGAP4,-1
ZNRF1,-1
PPP1R1B,-1
NMD3,409
FAM118B,207
C22orf39,191
PSMA6,-1
SEMA4D,-1
RFWD3,-1
RARS1,464
PDZD11,114
CCDC74B,-1
VPS29,-1
KARS1,-1
TNIP1,-1
FDXR,-1
OTUB1,-1
FKBP5,610
TNRC6A,-1
TRPT1,-1
NUP43,-1
SLC43A3,-1
SLC52A3,-1
ZCCHC9,-1
TXLNG,-1
POP7,90
RPS6KL1,-1
ARRDC3,-1
ZC3H4,-1
CABYR,9
TMEM240,-1
TRIM28,-1
TNPO3,-1
HYOU1,-1
DHPS,-1
EIF4G3,101
COX10,119
SLC35D3,-1
IGF2BP2,-1
TNFRSF8,140
ARMCX6,-1
NOXO1,-1
PSEN2,-1
SNAPC3,-1
ALDH6A1,363
MX2,42
BSDC1,441
ITSN1,-1
ATXN7,-1
TUBB4A,-1
MARVELD1,-1
HIRA,-1
NIFK,-1
PRRG3,-1
MCM8,183
MAP7,308
SREK1,-1
E4F1,-1
KANSL1,149
TBC1D15,309
UBE2W,-1
SCN4A,-1
ATP6V1F,-1
EOGT,-1
S100A1,-1
KIF2C,-1
PPP1R18,137
LENG8,596
NDUFA4,-1
CCDC80,-1
TAPBPL,-1
CCDC124,572
RPF1,-1
CDPF1,-1
TIMM10,-1
FANCM,-1
FUNDC2,393
PCDH10,41
SYS1,-1
SEL1L,-1
CFL1,178
PLEKHA5,-1
CTNNA1,472
MARCHF7,101
TRIM17,122
MZT1,-1
MED30,522
PLCD4,30
RNF115,413
LRRN2,-1
CTDSPL2,-1
ATP11C,95
QDPR,-1
SF3B1,-1
DDX55,43
PLEKHO2,-1
MMS19,-1
STRIP1,-1
VPS18,351
ACD,-1
EXOSC10,-1
GBF1,75
CCDC9B,-1
ELOVL4,-1
GREB1,237
TUBD1,-1
SUGT1,-1
DNAJA2,-1
STK11IP,-1
PCLAF,175
SLU7,-1
SMG8,-1
BRAP,-1
TMEM243,389
RBM42,-1
THOC3,-1
RAB20,-1
EIF1,-1
SNX12,-1
MPDU1,-1
TSEN2,-1
MRNIP,-1
MPHOSPH8,-1
GRM2,-1
ARHGEF18,64
SLC39A9,-1
PSMD3,-1
MRPL19,-1
MCRS1,135
SNRNP70,-1
THG1L,605
NDUFAB1,-1
CCDC59,-1
OXNAD1,122
STMP1,114
SLK,-1
DCUN1D3,-1
NGDN,-1
TNFRSF11A,-1
TMEM65,-1
SPSB3,-1
SDE2,550
CLNS1A,-1
NSDHL,-1
TBC1D2B,-1
CLDN11,500
SMYD4,-1
DOCK6,-1
ABLIM1,124
MAP1LC3C,-1
SAR1A,151
AAGAB,122
PNKD,403
PRELID1,157
INIP,352
PANK1,-1
ITGAV,627
SNRNP25,-1
CAMSAP2,-1
CCDC152,-1
CAPN2,74
NXT2,-1
CBLN3,-1
MBLAC1,-1
ZDHHC17,-1
TMEM177,-1
AASDHPPT,63
RBMS2,-1
PLPP3,-1
ZIC2,-1
HERC4,-1
EXOSC6,-1
NAA10,-1
POLR3B,-1
PTS,-1
DISP3,137
ZGRF1,-1
SRC,392
RAB40AL,100
FAF2,110
PLAA,-1
RAB1A,-1
SRSF12,81
OSBPL9,-1
TNFRSF1A,-1
SDR42E1,345
NFS1,-1
ZC3HAV1,-1
PRPF38A,279
DDX20,129
TEKT2,-1
ESS2,-1
RNF214,108
VPS51,-1
PLEKHF2,-1
CRKL,-1
ATP6V1A,-1
TXNL4A,15
FAM169A,177
ISY1,-1
ADCK5,-1
DSG2,-1
ANAPC13,-1
CAPN5,-1
COX6A2,237
SRSF4,492
C1orf54,-1
TRMT5,-1
IQGAP2,295
SNTB2,-1
CNTROB,-1
MED14,-1
NDUFA1,465
USP27X,-1
MRPL46,-1
MAPK8IP2,274
WBP4,-1
TXNL1,-1
ZC3H13,-1
USP36,125
PSMB4,-1
GET1,-1
RAB7A,-1
ACAT2,-1
MIS18A,-1
TIMP3,-1
MED4,-1
VPS25,-1
SUGP1,-1
ABHD15,-1
PRXL2B,-1
PPP1R37,-1
CTC1,471
TMEM106A,387
ERCC2,360
PHLPP2,-1
CYLD,-1
FBXO30,-1
VPS52,-1
PI4KA,185
CLMP,-1
TUBA1C,-1
SLITRK4,-1
INTS13,275
EIF4E,-1
TMTC3,219
PARN,-1
RPS21,-1
CGN,238
CDCA8,-1
ZC3H10,-1
LSS,-1
KANK2,-1
SMDT1,376
NFYA,-1
PGS1,-1
USP2,-1
LIMK2,402
RAB10,-1
GPR63,-1
GJD4,-1
RASA3,149
MFN2,-1
ASCC3,-1
KIFC1,-1
FANCE,-1
MVK,-1
XAB2,-1
GLB1,-1
SNW1,-1
GET3,-1
XPO1,-1
PPWD1,-1
CENPE,-1
COX6C,-1
CCNB1,-1
USP4,-1
TAF8,-1
IFT80,41
RBM27,-1
RICTOR,-1
MRPL28,-1
ICAM5,-1
CNIH4,-1
SNAPC1,-1
RBM34,-1
PMF1,-1
SNRNP40,39
SART1,-1
RBX1,-1
EFL1,190
KIF20B,-1
C5orf22,-1
RBM33,-1
CHORDC1,-1
POLR1F,-1
GON4L,-1
LY6G5B,-1
PRR12,132
SLMAP,-1
EXOSC3,-1
AUNIP,-1
TGS1,-1
SMOX,-1
SNIP1,587
DCAF4,-1
TTI2,-1
RTF2,376
ADAT2,-1
MRPS18B,-1
VPS36,-1
UBA2,-1
HNRNPL,146
POMGNT1,-1
TMEM101,-1
IKBKB,-1
PGK1,131
NPM1,-1
DLD,-1
PBDC1,471
FBXO41,71
ATP5ME,-1
ATP2C1,-1
ORC2,290
NCAPD3,-1
PIFO,-1
USP1,-1
SERBP1,-1
LRRC57,-1
RPLP0,-1
FGFR1OP2,-1
ADGRL1,-1
CKAP2L,-1
SLITRK1,238
MCRIP1,490
NAA38,46
DCPS,-1
C1D,-1
HERPUD2,119
CHCHD4,-1
MFN1,64
PSMD6,31
NPLOC4,116
TNKS,-1
PSME3,75
TMEM139,71
GEM,-1
DNAAF10,-1
CEPT1,-1
AFG3L2,-1
UBE2T,-1
SNCB,-1
CD2AP,38
CCDC137,-1
ATP6V1B2,-1
POLR2F,-1
SRPRB,-1
SMNDC1,-1
PLEKHA3,-1
CSTF1,-1
TELO2,294
NUP133,-1
FAM118A,-1
NEFL,-1
EIF3L,576
RPP14,-1
GTF2A2,-1
CCM2L,-1
PPP2R2A,-1
EIF4G2,582
BRIX1,418
MTX1,-1
CFDP1,177
ATG3,-1
MIS12,-1
ATP5F1E,-1
KNTC1,-1
HPN,-1
RPL28,-1
RAD21,-1
WDR3,-1
VBP1,290
NDUFB6,-1
SZRD1,-1
NAA30,-1
RPS12,-1
TERF2,-1
WDR46,-1
PCNX1,65
RPL6,197
NTAQ1,-1
POLR3C,-1
CEP350,-1
POLR1H,350
RBP5,129
AHCTF1,-1
CMBL,-1
PI4KB,585
YME1L1,403
DIMT1,539
EBNA1BP2,-1
CEP192,280
ATP5MF,-1
DYNC1H1,-1
SPPL2B,-1
TOP2A,-1
TSTD2,-1
DGCR8,-1
OXSM,-1
TMEM214,458
WDR1,-1
ANKLE2,-1
PPP1R35,-1
HSP90B1,-1
WIPI2,-1
MAX,-1
EXOSC8,-1
SENP2,-1
NDC80,-1
FUZ,-1
HDAC2,-1
TRAPPC10,-1
SLC25A28,-1
RBBP5,-1
XRCC3,-1
HECA,-1
BET1,-1
RBM14,617
NFYC,257
GTF2H3,-1
WDHD1,-1
COMMD7,374
RTEL1,-1
POLR2J,-1
HSPA5,-1
ATP5F1C,595
CDC37,-1
LNX2,-1
VPS4A,-1
QRICH1,-1
CERT1,-1
ARSK,-1
TCEAL6,-1
TMOD3,-1
SF3B6,-1
PALB2,-1
PXN,-1
UBXN2B,-1
MRPS31,-1
UPF3A,-1
TRAPPC2L,-1
ATP5PF,-1
ZNHIT3,-1
THBS3,152
GTF2H2,43
NSMCE1,464
RFT1,-1
CINP,-1
MBTD1,-1
POLR2J3,136
METTL15,52
SMC6,133
GAPVD1,-1
CASD1,-1
ATP6V1E1,-1
CFAP119,124
APH1B,-1
GPRASP1,-1
UBE4B,-1
TIMM44,-1
PSMA4,-1
PPM1K,52
SNRPD2,222
ZDHHC3,-1
AAMP,-1
INTS14,-1
PRRC2A,-1
GBA1,-1
UBTD2,-1
RPS29,-1
CELF5,-1
R3HCC1L,-1
UQCRC2,-1
CDC25A,-1
NCBP2,-1
DLGAP5,-1
CSNK1A1,-1
RRP1,60
SRRM2,-1
SNRNP200,-1
CDK5RAP2,-1
FRA10AC1,-1
SPHK2,185
DPH3,-1
CDT1,-1
PTDSS1,-1
TMEM218,165
HUS1,-1
PFDN1,-1
HBS1L,-1
FBRS,402
VPS16,-1
LRSAM1,-1
CDC34,-1
EXOSC9,-1
RBM19,-1
ACTR6,-1
ZFC3H1,244
POLR2K,58
GINS4,-1
SENP6,81
EXOC1,-1
PCNP,-1
CUL2,-1
KRBA2,-1
RABGGTA,-1
MRPS33,-1
SEC62,252
YEATS4,-1
RRP36,-1
RPS24,-1
CTDP1,-1
PITPNB,623
NIPA1,-1
HJURP,-1
RBPMS2,-1
TRAPPC1,-1
SSB,-1
TAF10,-1
RBM39,-1
CETN2,-1
BCS1L,-1
CEBPZ,-1
TRAIP,-1
TIPRL,-1
NHP2,-1
CEP135,-1
DNAJA3,-1
SOGA1,-1
S100A4,404
NOP16,-1
RASA1,-1
SLX4,-1
FAM168A,-1
ANAPC15,-1
ZC3H11C,-1
ARMC7,-1
GTF2H4,-1
GRWD1,-1
PGGT1B,-1
UTP18,-1
TBP,-1
CTAGE6,-1
PPP1R11,-1
MRPS11,-1
SMG5,-1
SIPA1L2,136
GSTZ1,255
CHAF1A,-1
NDUFA7,329
SPPL3,-1
FKBPL,-1
CENPM,-1
CWC22,-1
GFM2,-1
TOPBP1,390
POLE,-1
CPSF3,-1
DENR,-1
GOSR2,-1
ATP6V1C1,-1
BRF2,-1
TRNAU1AP,84
FAM210A,-1
MANSC1,-1
FBL,-1
FLNB,-1
BNIP1,-1
ACAD9,-1
LAGE3,105
NOL7,-1
SHQ1,-1
SLC16A3,-1
RNF20,-1
MCL1,-1
DHX29,185
HEPH,-1
GINS2,-1
CENPJ,-1
UBL5,-1
PRPF38B,-1
GTF2F2,-1
MYH9,-1
ATP5PO,-1
PNO1,126
EXOC7,-1
RPS25,-1
NPIPA5,-1
RPS2,-1
COPS8,-1
USP39,-1
CAPZA2,350
MNAT1,-1
CARS1,233
RPL11,98
SF3B3,-1
CWC25,-1
ERH,-1
OPA1,-1
NUDC,537
ARIH2,-1
TRAPPC4,404
ALDOA,-1
MCM9,-1
CDH2,-1
WRAP53,-1
RTL10,-1
NPPA,-1
ATP5MG,-1
NDUFB1,-1
CEP152,-1
EP400,-1
RPL18A,-1
ACTR8,-1
BYSL,95
SUMO2,-1
SGO1,-1
LSM7,-1
CCT8,-1
NUP37,95
ZNF207,-1
ABITRAM,-1
EML2,-1
PRPF4,-1
ZBTB11,146
TOMM20,-1
HPS5,-1
PAF1,218
UTP25,-1
GH2,-1
PAK1IP1,-1
NEDD8,60
PPIL4,-1
VIRMA,341
COG3,-1
ATP5PD,-1
RSL24D1,-1
PSMB7,-1
NFRKB,-1
PFDN6,11
GCC2,-1
CENATAC,-1
EIF2B2,-1
SMC3,-1
RPRD1B,129
IARS2,-1
MYO9B,47
PPP1R2,23
EEF1A1,-1
MED22,-1
U2AF2,-1
RAVER2,-1
TBCC,-1
SRRT,-1
XRN2,-1
TCERG1,-1
UPF2,-1
NOP10,-1
ERCC3,-1
TBCA,-1
SNRPE,-1
RANGAP1,265
PLEKHA4,-1
ATP5PB,-1
SDF2,141
ATR,256
RHOA,-1
COPS2,-1
HSPD1,-1
BUD23,-1
ZWINT,-1
RPS16,-1
SLC25A40,-1
VPS37A,-1
MED27,-1
MTX2,-1
DSN1,-1
C2CD2,-1
PDCL3,-1
FNBP4,422
FARSB,-1
NCSTN,141
RAD9A,-1
DBF4,-1
PET100,-1
SF3B2,578
TRAPPC3,513
LSM8,-1
HAUS2,-1
PXMP2,237
TSACC,-1
DDB1,0
NUP54,-1
GNA12,15
TECPR2,-1
GTF3C3,99
WDR75,-1
HAUS7,-1
ACTR1A,98
RSL1D1,-1
URM1,-1
UTP4,-1
RPL3,-1
POLA1,-1
ATRIP,-1
EIF3B,-1
FDFT1,-1
RPS8,528
RPL27A,-1
HAUS3,-1
PSMA7,-1
UBE2C,-1
SMG7,-1
EVPL,252
EIF3J,-1
TUBE1,-1
C18orf21,-1
PDAP1,348
CENPF,-1
DHRS1,420
ZNF335,-1
PSMD1,-1
FAM53C,-1
PPP1R15B,208
DDX39B,-1
SDAD1,-1
RABGGTB,-1
RAMAC,-1
KAT8,-1
LSM4,-1
PPP1R10,-1
AURKA,-1
PPP6C,-1
UTP23,-1
OSTC,-1
NUTF2,-1
MPHOSPH10,-1
CCNA2,-1
EFTUD2,-1
PWP1,-1
TSEN15,-1
MASTL,-1
ECT2,-1
SEC61B,19
BCKDHA,-1
RAD51C,-1
SQLE,-1
COG4,-1
ASH2L,-1
ELP4,-1
GPRASP2,-1
SS18L1,-1
TAF1C,-1
ANKRA2,-1
DYNC1I2,-1
REV3L,-1
CDC73,-1
NCBP1,-1
VPS45,-1
TACC3,84
MED6,-1
TAF1,-1
NSA2,19
LSG1,-1
SPC24,-1
DCAF16,264
EIF3M,-1
TXNL4B,-1
TMEM170B,-1
FRS2,-1
TRAPPC11,-1
PDCL,-1
DHX33,-1
IPO7,-1
RBM25,-1
DCAF1,84
RPSA,-1
SEC63,423
CEP120,-1
BUB1,-1
GAK,-1
KRI1,-1
KMT5A,-1
MRPL13,-1
GSPT1,-1
DDX47,-1
GEMIN2,-1
KIAA1958,39
NANOGP8,-1
RNF113A,-1
PTCD3,-1
ZPR1,-1
POLR2B,-1
MSMO1,-1
XRCC1,-1
EIF2B1,-1
NAA25,-1
TMEM234,-1
NUP205,-1
DDX27,-1
MCM6,-1
IMP4,-1
HAUS4,-1
RTRAF,-1
PDCD7,-1
ALG2,-1
ATP5F1B,-1
AARS1,-1
SMC2,-1
EXOSC5,-1
TEDC1,-1
TSR1,-1
PRPF40A,19
CLTC,216
NOC4L,-1
RBBP4,-1
MED8,-1
POLR2C,-1
USPL1,-1
NOP56,-1
TECR,-1
NARS1,-1
GTF2H1,-1
NR2C2AP,-1
RPS28,-1
RIOK1,-1
LSM3,-1
SNAPC2,-1
SLF2,122
JPH1,-1
IK,-1
MOSPD2,35
DARS1,-1
BUB3,-1
CHMP2A,-1
PSMC4,-1
DDX51,-1
ATP5F1D,-1
BRD9,-1
AREL1,-1
CDCA3,-1
NAF1,-1
DHX15,-1
TIMM13,-1
GPKOW,183
CCT4,-1
PSMG3,-1
SZT2,-1
OXA1L,-1
UBAP2L,199
VPS72,-1
MARCHF6,-1
MAK16,-1
HROB,-1
RPN1,-1
ZNF407,-1
RBMX2,-1
INTS3,-1
NDUFA2,557
EIF3D,-1
DDX21,-1
ZWILCH,-1
RPL7A,-1
POLR3D,-1
MRPL57,-1
SNRNP35,-1
SARS1,-1
RAE1,-1
VPS28,-1
GDAP2,-1
USP8,-1
NRF1,-1
SKA1,-1
TIMM22,-1
PPP1CC,-1
MMS22L,24
WDR55,-1
GINS1,-1
TEDC2,-1
IARS1,-1
RPLP2,-1
SKA2,-1
EMG1,-1
PFDN2,-1
WEE1,-1
RPP40,-1
CCDC86,-1
RBSN,-1
MYBL2,-1
RANBP2,-1
MTOR,120
PSMC1,199
PCDHB8,-1
PTTG1,-1
MIS18BP1,-1
RBBP8,-1
PEX1,-1
UTP14A,-1
CARM1,-1
ZCRB1,-1
SON,-1
PLK4,58
TRMT6,-1
NOC3L,-1
WBP11,-1
PMPCA,-1
NDUFAF5,-1
POLR1C,-1
CENPN,-1
PUM1,197
VMP1,-1
MAPKAP1,-1
SRP68,-1
TIMM9,-1
TRIP13,-1
DKC1,-1
COPS4,-1
RWDD4,-1
RITA1,-1
RFC2,-1
GPALPP1,-1
SURF6,-1
PRPF39,-1
INTS8,-1
RPA1,-1
CCDC174,-1
PSMA5,-1
GINS3,214
CCDC12,-1
TRNT1,-1
RAD51,-1
TP53RK,-1
EIF3F,549
PSMC5,-1
RCC1,-1
RNPC3,-1
CEP44,530
GTF2E1,-1
HAUS8,0
CPSF1,-1
CENPP,-1
NCAPD2,-1
FARSA,-1
CCZ1B,-1
ATL2,-1
KIN,-1
PPP2CA,-1
RIOK2,-1
IGBP1,74
SASS6,-1
MED31,-1
NUF2,-1
PSMA2,-1
MSTO1,-1
SOCS4,-1
POLD2,-1
PRELID3B,-1
ZC3H8,-1
PSMC2,-1
NOP53,-1
RACK1,-1
PMPCB,-1
MDN1,-1
CHERP,213
RPAP3,-1
NUBP2,-1
RPS5,-1
EIF5B,-1
PSMC3,-1
KPNB1,-1
KANSL3,-1
SEC13,-1
DCTN4,-1
R3HDM2,-1
THOC2,-1
TBL3,0
TIMM23,-1
ZNF830,-1
WAPL,-1
UTP3,-1
SRP72,-1
POMP,-1
HEATR1,-1
U2AF1,-1
MCM7,141
EIF1AX,-1
EIF3A,-1
MED21,-1
EIF3I,-1
GEMIN8,-1
ANLN,-1
SLC7A6OS,-1
POLR3F,-1
HARS2,-1
RPL27,-1
YJU2,-1
SAMM50,-1
RPS27,-1
LAS1L,-1
TMA16,294
LSM2,-1
CIAO2B,-1
NKAP,-1
TUBA1B,-1
CDK1,-1
SEH1L,39
RRN3,-1
PRIM2,-1
RNF25,-1
CPSF4,-1
RNPS1,-1
NEPRO,-1
CEP295,-1
POLR1B,-1
NUP85,-1
RPL5,-1
RPL19,-1
RPL10A,-1
RPLP1,255
EIF3G,-1
GRPEL1,-1
CDC45,-1
CCT6A,-1
CENPK,-1
NACA,-1
NSRP1,-1
SMC4,-1
EIF2B5,286
SNRNP27,-1
SNRPC,-1
SNRPD3,35
NOL10,-1
HSPA8,-1
RPL36A,-1
RPS19,-1
MED18,-1
PSMD7,-1
DDX52,-1
CDC7,-1
NUP88,-1
ABT1,-1
LIAS,-1
HSPA9,-1
SGCB,-1
KRR1,-1
TAF1D,-1
DDX46,-1
RPS19BP1,-1
DHX8,-1
PDCD5,-1
GMNN,-1
COG8,-1
CASP8AP2,-1
MED17,-1
PPP1R12A,-1
NAT10,-1
SNU13,-1
RFC3,-1
ARCN1,-1
RPS27A,-1
POLD1,-1
SF3B5,523
ADGRB1,278
THOC7,-1
EPRS1,-1
USP37,-1
GGPS1,-1
CSTF3,318
UFD1,-1
PLK1,-1
BANP,-1
CDC5L,-1
DDX54,-1
LTO1,-1
PHB2,282
MED9,-1
RPS11,-1
NUP62,-1
FIP1L1,-1
POLR1G,-1
SLBP,-1
FAM32A,-1
RPS7,-1
NVL,-1
CPSF6,-1
PPP4C,-1
DTL,-1
MAGOH,-1
GOLT1B,-1
MDM2,-1
RPS4X,-1
BRF1,-1
QARS1,-1
CSE1L,-1
TIMELESS,-1
IFI27L1,-1
POLE2,-1
ATF5,-1
YTHDC1,-1
FAM98B,-1
EXOSC7,-1
RPL34,-1
CDC26,-1
GEMIN6,-1
GPN2,-1
POLR2E,-1
MCEE,-1
CDC6,-1
PLEKHJ1,-1
RPL14,-1
RPS18,-1
NOP2,-1
FXN,-1
PSMD2,-1
CTNNBL1,-1
RCL1,-1
RPL30,-1
NUS1,-1
MCM2,-1
RPL13A,-1
RPS17,-1
OGFOD1,-1
BUD13,-1
RPS14,-1
GPATCH1,-1
RPL37A,-1
TPRKB,-1
DMAP1,-1
DCTN2,-1
IMP3,-1
GLE1,-1
DERL2,-1
GPN3,-1
SNRPG,-1
PDCD11,-1
USE1,-1
NOL8,-1
RPAP1,-1
NUP153,-1
DDX24,-1
CDC20,-1
BRIP1,-1
VARS1,-1
ANAPC1,-1
MCM10,-1
PISD,-1
RPL4,-1
PSMA3,-1
HARS1,-1
POLR3K,-1
PSMB3,-1
RPP38,-1
ATP6V1D,-1
GNPAT,-1
TTC1,-1
SRPRA,-1
DONSON,-1
POT1,-1
GNL3L,-1
DCAF13,-1
MYBBP1A,-1
HSD17B12,-1
SUPT5H,-1
PPIE,-1
AURKB,-1
ZMAT2,-1
ZNF574,-1
NCAPH,-1
EIF3E,-1
NRDE2,-1
DNTTIP2,-1
NUP160,-1
PRIM1,-1
CENPA,-1
ZNF622,-1
MAD2L1,-1
CEP97,-1
SRP19,-1
CIAPIN1,-1
INTS2,-1
RPS23,-1
WDR33,-1
DDOST,-1
FDPS,-1
BORA,-1
POLR2G,-1
CCNH,-1
ANAPC5,-1
SEC61G,-1
PPM1D,-1
CHMP6,-1
COPB2,-1
COPB1,-1
SUPT6H,-1
PSMG4,-1
SPC25,-1
POLR2A,-1
ABCE1,-1
YAE1,-1
NAA50,-1
ELP3,-1
EIF2S2,-1
BTF3,-1
LSM10,-1
CDC27,-1
TUBGCP2,-1
NUP107,-1
POLR2D,-1
BRCA2,-1
GLMN,-1
NPAT,-1
RFC1,-1
PPIL2,-1
NUP93,-1
ANAPC2,-1
RBM17,-1
ATAD5,-1
TUBGCP6,-1
WDR43,-1
VRTN,-1
PWP2,-1
EIF4A3,-1
COPS6,-1
TTK,-1
CNOT1,196
ATP2A2,-1
EIF6,-1
TUBGCP3,-1
TUBGCP4,-1
POLR3A,162
DDX41,-1
POP1,-1
RPL36,-1
SEM1,-1
KIF23,-1
WDR89,-1
DCTN5,-1
CLSPN,-1
RPS3,-1
HAUS6,12
RRP15,-1
GLRX3,-1
CDC42,-1
RPL23,-1
SNRNP48,-1
PSMC6,-1
