,cluster_id
TYSND1,-1
GOPC,310
PTER,-1
SEPHS1,-1
ZNF616,504
H2BW1,-1
RAB32,473
ASAH1,-1
ZNF652,584
GK3,174
STXBP1,499
CERS5,-1
NPIPA8,-1
C1GALT1C1,-1
GCDH,-1
NCOA1,455
DSEL,-1
EN2,341
EMX1,381
ATOH8,606
DEF6,519
ORMDL3,222
UBE2H,-1
RNF185,-1
KIAA1191,291
ZNF711,212
RABAC1,-1
ZSCAN1,-1
BRICD5,543
GOT1L1,-1
LCAT,-1
SUCLA2,439
WFIKKN1,-1
IDH2,-1
RFX1,631
AP1B1,425
SPECC1L,-1
PDLIM4,-1
BCAN,-1
PGAM2,60
HMGB3,258
MCFD2,-1
CABP1,96
TMEM229A,-1
PPIP5K2,544
MLX,-1
ZNF18,-1
HDAC8,-1
PIGS,-1
CGAS,-1
ZNF433,-1
ZFYVE19,-1
CLPTM1,151
KCNC4,-1
DDX19B,488
FAM241B,-1
SYT11,525
MRPS9,-1
ZNF142,-1
PHYKPL,-1
MBNL3,-1
MKX,-1
TIGD4,-1
PCDHB2,300
TCF7L2,509
MSLN,-1
HOXC4,-1
SHF,17
ACYP1,-1
L3MBTL4,-1
HIC2,-1
ZNF101,239
SMARCE1,-1
TNNC1,67
NUP35,600
HMGXB3,-1
TRIO,5
MLF1,-1
PLXNB1,221
PXDNL,-1
GNPDA1,186
POGLUT2,-1
PTPN13,277
PHF19,295
TBR1,431
ZNF724,-1
CNPY2,507
RCN1,-1
ZBED6,592
FAM222B,-1
ZNF772,149
SH3D21,-1
ZNF568,162
FIZ1,-1
PER3,237
QPCT,-1
SDC4,-1
ZNF232,-1
RNASET2,-1
ETV6,-1
HOXC13,43
FBXW8,-1
ZKSCAN7,-1
ZNF430,576
RNASE4,-1
SMARCD3,293
RIPK2,-1
STAT2,284
PPP1R3F,65
ZNF627,210
LYSMD1,-1
FSCN2,-1
RXRG,-1
SLC35A2,73
CSNK2A2,-1
UBE2Q2,-1
SLC25A25,448
SCAMP3,78
SLC37A1,-1
GPSM1,361
CRLS1,139
CFAP126,430
RGS2,-1
QRSL1,584
RGS12,-1
RBM26,-1
ZNF610,-1
ZBTB18,-1
HM13,-1
MCIDAS,492
FTO,209
TUB,325
C1orf74,-1
ELF2,190
THAP11,-1
TRUB1,452
ACSM5,-1
EDARADD,168
NFIB,-1
DERL3,-1
NKX6-1,-1
ZNF490,-1
CBFA2T3,-1
SSR3,-1
PURB,-1
LDHD,174
FAM131B,-1
GPC2,329
TESMIN,-1
GDF3,-1
KLHL9,-1
SLC4A1AP,-1
MBIP,-1
RAB8B,-1
PPCS,212
C1QL2,278
RABIF,403
ZC3H3,-1
NUDT16L1,-1
POLR2J2,-1
HESX1,-1
ERI3,207
ATP5MC2,578
PAIP2,336
CCDC127,137
G3BP1,-1
STC1,-1
SCNN1D,627
S1PR1,435
WIZ,-1
GTSE1,-1
TAF9B,-1
MMP15,-1
IL18,364
MTRFR,-1
RIT1,-1
TEX2,-1
NPTXR,616
NT5C3A,163
SCCPDH,198
TNPO1,-1
NAGK,154
NSUN3,233
MAP3K1,393
HELLS,-1
PAX5,-1
UBE3A,-1
PGAP4,-1
IRS4,-1
SCAMP2,137
KLF17,302
RNF19B,100
ADPGK,-1
FAM8A1,-1
SMIM24,-1
PBX3,-1
DTWD1,549
KLRG1,-1
SLC38A10,-1
RTL8B,356
TMEM94,-1
H2AC7,-1
KIAA0319L,-1
MRPS7,-1
TMEM167B,444
STC2,-1
NCOR1,-1
CD79B,-1
ZNF135,504
GADD45B,251
APPBP2,104
GLYR1,-1
WWP2,577
ZNF626,385
DOK4,411
ENTR1,-1
METTL23,-1
DBNDD2,-1
MYB,-1
POR,286
ZNF571,-1
HSP90AA1,344
DDX1,504
CTPS2,-1
TYMS,337
TCEA1,580
UNC5D,560
SHOC1,-1
PARK7,-1
PPM1J,66
NXT1,557
DGUOK,-1
PROSER2,-1
DYNC2I2,-1
NAB2,-1
DXO,-1
GTF3C4,442
ACADVL,438
CARD11,-1
GSS,-1
LRRC32,-1
RSAD1,-1
SIPA1L3,560
RARB,-1
HELT,-1
STX7,272
CC2D1A,162
TAFAZZIN,319
CDC25B,-1
RAB40C,72
EEF1AKMT3,68
NPAS2,397
ALDH5A1,354
MACC1,-1
HLX,-1
CDK5,-1
WARS2,-1
HOXA4,265
ZNF133,-1
ADD2,466
ZNF705D,-1
NELFB,562
ERLEC1,-1
ARHGEF19,-1
COL7A1,35
LPIN2,391
TFCP2L1,-1
KDM5A,-1
MYRFL,-1
ACADS,453
CLASRP,563
EPC1,-1
ZNF468,214
LYRM9,26
KCNA6,292
IFI30,-1
MMP2,621
IGDCC3,-1
LIPT2,-1
WDR86,420
ZNF436,-1
NFATC4,410
TCEA2,-1
MRPS2,-1
L2HGDH,38
SH3D19,72
SLC39A3,-1
RARRES2,-1
ITPRIP,-1
NEK2,-1
HEXD,434
DEF8,-1
TFDP1,-1
CHURC1,439
SSTR1,261
STAT4,-1
MYL12B,33
TMEM219,481
TMEM70,334
NR1D2,410
HOXD4,223
INO80E,-1
LONP2,123
H2AJ,576
CFP,-1
NR1D1,560
ALAS1,-1
TMEM147,544
COL9A2,6
RFX3,531
HDAC3,632
DAZAP2,-1
CCDC77,236
PHACTR4,-1
SLC26A6,-1
ZNF284,-1
ZKSCAN2,246
ZMYM3,-1
FKBP8,139
NPIPB3,447
SPIC,-1
XIAP,194
SEPTIN10,-1
CHST13,-1
ZNF84,-1
ZNF888,251
ZNF790,-1
PPIA,398
DENND5A,429
MTMR12,166
PABPC1L2A,-1
GLIS3,-1
CRB2,343
RNASEH2A,489
COQ2,204
PPOX,193
IGF2BP1,-1
UBE2K,-1
ING5,-1
EEF1A2,-1
LAMP1,217
FLI1,-1
CD177,-1
CCNI,-1
FGFR3,-1
CCND2,-1
VEZF1,359
KCTD19,-1
SIX2,92
PVRIG,-1
FOXP3,-1
GNB5,189
INKA1,357
MLXIP,-1
AIFM1,-1
RINT1,198
RASL12,-1
AEN,-1
EPB41L4B,-1
MED15,-1
TRPS1,-1
RHNO1,-1
PNMA6A,347
TEX45,-1
MRPS27,-1
DOC2A,-1
RNF167,593
C4orf3,497
ATRAID,-1
DPH6,-1
ZNF365,-1
SETBP1,458
EPS15,-1
PRDM4,-1
TMEM254,335
UBA6,471
TLR3,349
TNFAIP2,-1
PEX12,-1
UMPS,-1
WWTR1,-1
MED11,-1
DENND10,-1
CSKMT,-1
NRIP2,-1
LIF,516
CEBPD,209
MCU,369
EIF5,602
FN3K,-1
NFATC3,-1
PHF6,-1
MAMDC4,597
KCTD1,-1
B4GALT6,219
SLC25A13,17
PIWIL1,241
CALCOCO1,588
TOMM40L,344
ANXA5,-1
VAMP3,-1
CENPT,-1
DENND4A,-1
RIMKLA,169
U2AF1L4,393
GNAS,237
RGMA,134
ZNF620,-1
POU2F1,-1
GLRX2,-1
CASTOR1,-1
CD164,-1
PALS2,162
NFKBIE,-1
FOXR1,-1
FOSB,584
GCLM,-1
ZNF561,-1
ZNF653,-1
TASOR,-1
SELENON,344
OTP,-1
IRF4,-1
FAM171A1,-1
C8orf33,478
ZNF425,-1
ZNF350,-1
ARRB2,556
METTL21EP,498
SEPTIN9,451
PTPRS,449
RNF213,-1
SUPT4H1,610
DCLRE1C,-1
HPS4,300
HTRA1,-1
MPZL2,273
SLCO4A1,510
ZNF275,-1
PPP1R16B,-1
C14orf28,195
ZNF583,-1
KLF3,125
TCF24,585
SATB2,-1
COX7A2,-1
EEF1AKMT2,-1
FKBP15,-1
TMEM106B,-1
HIVEP1,-1
ZNF493,537
FASTKD3,624
TEX19,401
SREK1IP1,-1
WDR45,190
SLC25A24,417
CC2D1B,222
ZNF107,-1
CCNJL,-1
POLB,-1
RECQL5,-1
FAH,-1
USP22,532
PIAS1,-1
LIPE,-1
GPX1,-1
ARHGEF12,106
PML,592
GCSAM,472
SAP25,-1
KAT7,-1
FAM110D,506
FBXO34,326
CREG1,-1
NTMT2,-1
POM121,573
YTHDF1,-1
A4GALT,-1
SNX17,345
MMP25,222
MTR,-1
TMEM185B,-1
MTERF4,251
SCRT1,-1
JAK3,283
PLEKHG2,628
LRATD2,-1
WTIP,-1
SERINC1,477
PDCD2,-1
MRPL53,192
C2CD2L,-1
GFI1B,-1
OGFRL1,177
ZNF449,599
RBMS1,376
DPH5,-1
VPS26C,172
TCEAL4,457
ZCCHC4,209
ZDHHC8,338
FAM72D,-1
ITPA,-1
ECHDC3,604
NID2,133
PTPN14,588
GMPPA,277
CERS3,-1
NMUR1,-1
FSTL1,403
ZNF621,528
ZNF182,462
PPP2R3B,558
EOLA1,-1
MUS81,496
DBNDD1,-1
USP49,-1
TRIM32,325
ZNF821,-1
TARBP2,-1
PHC1,-1
LEMD3,99
ENG,120
CYB561,429
FBXO31,-1
C22orf23,199
C19orf44,562
RUFY3,17
BMF,-1
SLC25A44,292
ZBTB44,-1
ZNF665,-1
ZNF195,471
CADM3,-1
POU4F3,-1
KLF9,-1
ZNF280A,-1
MED26,-1
BFAR,570
P4HB,-1
KANK3,389
AP4B1,-1
MOAP1,-1
TRERF1,161
RAB29,417
DNAAF3,271
GRN,454
GOLGA6A,368
CEP19,56
NUDT7,-1
CHMP4B,602
MIIP,594
GNS,-1
ZNF763,524
POLM,-1
MFSD5,83
RAMP2,-1
KISS1R,190
NNAT,-1
ZUP1,233
DAGLB,-1
RNF182,-1
ZIC5,-1
ERV3-1,-1
ARMC6,526
TMCC2,-1
HDAC1,-1
KRT8,-1
ABCC10,-1
ZBTB9,-1
RBM4,-1
YBX3,-1
CDK8,-1
NCCRP1,-1
ZNF518A,-1
SGTB,-1
FEV,418
TRMT10C,258
MTG1,236
SMARCAL1,-1
ECEL1,-1
INHBE,353
NKX6-2,596
COLGALT1,399
LIMD1,481
ARRDC1,-1
PCOLCE,339
TPGS2,-1
SRD5A3,-1
SYT13,528
PIK3R2,543
TNFAIP1,-1
SVBP,-1
OXER1,122
TBL1X,-1
DPRX,318
TPRX1,-1
FLT4,-1
KLC4,356
FASTK,-1
RBM18,-1
FAM72A,-1
TTC9C,396
HMGXB4,-1
PARP11,-1
RPS6KB2,181
KPNA4,148
CYFIP1,273
SH3BP5L,425
TMBIM1,-1
TULP1,-1
TMEM60,-1
IRGQ,-1
CNNM2,85
ZNF625,166
GXYLT1,363
OTX2,-1
ERF,-1
SCYL1,-1
SMC1A,-1
DCP1B,600
CBLN1,-1
ACTA1,-1
ZDHHC9,-1
CYP2U1,52
CMTM6,47
SMARCA1,161
VASH1,273
SPAG9,106
MESD,336
ARFGAP3,62
KCNF1,-1
RLF,-1
C17orf107,478
KREMEN2,235
PCDHB16,562
C19orf25,-1
COA6,-1
EBLN2,211
ZNF90,600
BTF3L4,127
SP8,-1
POLR2M,-1
H2BC4,242
RABGAP1,442
MTARC2,333
TMEM41B,-1
KIF3C,-1
TSSK4,230
HELQ,-1
BCOR,598
ARID4B,146
NFIX,506
FHIP1B,-1
PNKP,-1
CBX4,385
DPF2,-1
TRIM21,-1
ALPG,360
TRIM6,-1
MYG1,-1
ASCL1,-1
TRIM13,40
CPLANE2,131
PPP5C,-1
MGAT2,236
RHOXF2,-1
SCML1,-1
NSUN5P2,-1
TPM1,-1
TCF23,-1
TRMT1L,585
AARS2,-1
ZNF611,551
MUC1,124
ZBTB25,632
CACUL1,598
ANKRD30A,164
CMIP,244
PTBP1,-1
TMEM190,-1
ENO3,446
ITPR3,-1
H2AC25,-1
R3HDM4,279
PHETA2,-1
SAMD4A,-1
SLC22A31,-1
RNF175,215
PRRX1,-1
NUP188,-1
ARHGAP27,-1
ZNF548,-1
RAD23B,-1
UNC13D,-1
KIF17,85
HOXA3,-1
SIRT3,-1
HTT,261
LOXL2,-1
CFL2,590
ZNF224,-1
FHL3,-1
PARP1,-1
GALT,-1
TAT,-1
MSH6,-1
SNAP47,-1
RAI14,-1
ZNF569,58
MSN,114
TSPAN2,-1
PCYOX1L,149
FAM199X,-1
SERHL2,42
TSC1,235
C16orf87,-1
MVB12A,-1
COPE,620
MYL12A,-1
SMPD4,186
PGBD1,-1
WASHC5,606
LRRC4B,113
PDE6G,27
ZNF488,241
RCBTB1,-1
GPR89A,-1
DNER,-1
EMC8,-1
SMYD1,-1
IKZF2,461
VDAC3,-1
MOSMO,-1
TMEM169,-1
MLYCD,402
CCND1,-1
SOWAHD,-1
LEUTX,-1
ZNF641,-1
RNF13,601
GSC2,-1
PTPN6,-1
NLGN4Y,166
CIART,260
SHARPIN,-1
PHLDB1,-1
GNG4,-1
ZFP36,380
HIGD2A,141
PACS1,470
GET4,94
XBP1,424
NDUFA10,-1
LRRC75B,340
DUSP22,-1
PKM,-1
COX11,329
DUSP9,42
ALKBH6,248
XKR8,-1
ZER1,332
TRAK1,-1
BLOC1S1,160
PRM1,349
CCNQ,384
TAB3,237
TXNDC17,-1
CELF2,-1
PAQR9,-1
SLC2A10,-1
FABP7,538
USO1,-1
PJA1,-1
POLG2,588
NNMT,76
TRIM3,-1
TTLL2,-1
ZNF878,-1
FAM117A,575
ROMO1,-1
NAP1L4,64
FBXL19,-1
SPINT2,463
NKX1-2,462
MRPL49,-1
TSPYL4,386
ING2,555
FBXL14,51
ZNF512,-1
URI1,-1
TCF3,582
TSSC4,-1
KLK13,-1
ALDH1B1,-1
NINL,405
WHAMM,-1
PKN1,494
TCF19,-1
FKBP14,133
TRRAP,-1
CTDSP1,310
TGFB1,568
YWHAG,279
SERPING1,-1
SAP18,445
BCL11B,210
PDE6D,-1
PRKD3,117
SOX10,-1
MT-ND6,426
C11orf98,183
AMIGO1,214
RBBP7,-1
CA2,6
TRIOBP,331
IFRD1,-1
ATF7IP,-1
LLPH,-1
CPHXL,53
MAP3K3,105
GDI1,-1
ZNF302,-1
PEX19,450
CHCHD2,54
ZNF567,-1
NDFIP2,610
SLC16A14,391
KCTD5,-1
ZBTB38,-1
POMT1,277
RTL5,270
LRRC40,-1
KCNIP2,-1
TOX2,-1
CIR1,170
PNMA6F,465
ZNF814,-1
CHD1L,-1
FEZF2,-1
CBR4,-1
TLR7,-1
MRTFB,-1
USP46,-1
ISG15,421
RNF11,-1
SLC19A3,115
HOMER3,-1
MYCL,-1
NUDT9,-1
MSANTD2,120
SLC7A8,-1
ZNF83,-1
VCAN,370
ANKRD27,-1
PJA2,-1
ZNF304,242
ELP1,-1
CTSH,351
SELENOH,-1
BOLA3,446
CASZ1,-1
HOOK1,332
H2BC17,-1
EIF4E2,330
NUDT3,56
MTERF1,635
DYNLT2,-1
MFSD2A,149
CASTOR2,-1
TMEM86B,-1
MIX23,-1
ZMYM1,-1
H2BC6,-1
H2AC14,366
HERC2,-1
AMMECR1,42
VMAC,216
GOLGB1,-1
HARBI1,-1
TATDN1,-1
POMC,-1
GMPPB,298
CLSTN1,-1
ZFHX4,-1
ZNF385B,460
DSE,-1
FOXL2,-1
NADSYN1,-1
NT5DC1,133
C2orf15,143
ACTR1B,-1
TRIB3,-1
RAB8A,319
TMEM129,-1
H3C13,54
DUSP14,-1
ADRB2,-1
ASL,-1
ZFAT,-1
IFI16,566
COX19,581
ANP32E,-1
TRIM71,262
ATF7,-1
AGO1,-1
PTPMT1,53
ADAM19,129
APCDD1L,469
HUWE1,-1
LMF2,-1
NDRG4,-1
EYA4,-1
SRF,-1
P4HTM,-1
ARHGEF9,-1
HAPLN3,381
SMURF1,217
ARPC5,-1
NRXN2,-1
DPM3,399
TRIM56,314
AFDN,86
STYX,287
TBX10,214
MSH3,291
KTN1,500
LARP4B,-1
SKIL,263
THAP1,493
CCNJ,-1
ELMO2,-1
SRP14,-1
MNT,276
OST4,577
SYNGR2,-1
SMIM1,318
HES5,-1
GABPB1,-1
MRPL40,-1
ZNF382,439
FARS2,-1
KCNN1,10
GATC,244
VMA21,-1
TLE2,-1
ZIC4,-1
DNAJB12,8
MIF4GD,498
TP53BP2,-1
DFFA,-1
ZNF749,-1
SPINDOC,-1
AKAP11,391
HMBOX1,390
ISL2,278
COX8A,-1
SAT1,-1
ABHD16B,183
HSPH1,283
KLHL7,-1
PNPT1,-1
BCR,-1
TOR1AIP1,-1
NR2C2,-1
APLP1,-1
IGDCC4,-1
POU1F1,-1
NFILZ,-1
TMED4,471
NFE2L1,256
ZMAT4,91
TRMT10A,-1
MARK1,37
SMIM20,-1
ZBTB8B,-1
ZFHX3,-1
THUMPD1,-1
C16orf86,-1
YBX2,-1
MICU2,58
ABRAXAS1,-1
CLDN5,-1
RBM47,120
CALM2,-1
KCNH2,-1
STRIP2,-1
E2F3,-1
RWDD2B,586
DHX57,-1
PYGM,-1
ARL6IP6,-1
TMEM109,355
SLC38A1,-1
FDX2,-1
POLL,-1
NDUFB2,-1
CPNE7,185
APPL2,-1
DNAJC3,49
FAM124A,-1
MFSD6L,383
RUNX1T1,-1
COX5A,251
IL11,-1
CEP57,-1
SLC2A4RG,-1
INPP5B,584
ZNF492,469
SIGMAR1,222
SPRYD4,213
ARF3,-1
ARMC8,-1
CPNE3,66
BNIP3L,379
FKBP1A,-1
GOLGA8B,395
FERD3L,623
TTYH2,469
CDK9,223
HEXIM1,474
ZNF267,582
CDC42EP4,177
PSORS1C2,422
TMEM9B,3
PITX1,-1
SEPHS2,-1
STAMBP,-1
PGAP2,-1
ENOPH1,542
SLC18A2,551
GYG1,185
SDC2,-1
OXTR,447
SMIM30,-1
RALA,259
ZNF165,-1
SRRM1,428
SCARA3,-1
PGAM4,-1
ZNF439,-1
EGR2,-1
COL4A1,146
SOX11,-1
TBL1Y,541
GPS2,218
TSHZ2,-1
SH2D3A,370
ZBTB1,-1
KCNK5,-1
SPECC1,232
PTX3,278
QSER1,214
NUDT14,89
UQCC1,-1
ACAP1,-1
AFF4,253
SERPINB6,97
CPEB3,-1
MTMR9,582
ZNF230,-1
H2AC4,-1
CLN3,-1
FBXW9,484
MORF4L1,-1
ZNF615,147
BHMT2,-1
ZSCAN25,-1
MT-ATP6,-1
COIL,467
PIK3C2B,441
MT2A,-1
COMMD6,469
RIC8B,-1
PPRC1,421
GALNT12,549
AP2S1,-1
MRPL54,-1
HABP4,509
RNMT,-1
ZSCAN31,-1
CAPRIN1,-1
INPPL1,-1
SULT4A1,-1
H4C13,-1
ITGB4,15
NIT1,305
SEMG1,309
GLA,-1
FRAS1,512
METTL6,-1
FUT4,297
ARMCX2,222
TEAD3,209
ARL5A,-1
FES,-1
SIAH1,-1
HNRNPD,-1
PRKACG,-1
TIA1,600
ZNF311,528
COX17,-1
GLOD4,-1
GTPBP2,-1
PRDM8,-1
SHISA2,63
H4C5,514
H2AC6,-1
ZSCAN29,-1
PAXX,-1
JADE2,-1
ZNF227,611
TUFT1,-1
PDSS1,-1
PGRMC1,160
SHISA3,336
LRPAP1,-1
PKIA,454
SSTR2,-1
ANXA9,483
ETFB,464
IKZF5,-1
KLC3,-1
ECSIT,240
H1-4,-1
PRRX2,-1
TIGD1,220
ZNF613,302
LDOC1,-1
ALS2CL,393
ZNF317,-1
CCN1,582
HLF,-1
NAP1L3,277
RHOXF2B,158
IFT122,465
IFNAR2,129
TMEM79,59
H2AZ2,-1
PABIR1,-1
SPRY4,-1
DMRTC2,-1
ACSM6,-1
TTC21B,-1
SSRP1,410
LRRC73,-1
C6orf136,-1
MRPS34,-1
MTMR6,158
TOM1,-1
UXT,352
RNF17,-1
ADD1,-1
HMCN2,40
PRKRA,-1
ZYG11B,-1
SAMHD1,-1
GMEB2,446
NUCB2,-1
SNX2,-1
ERFL,-1
ZNF804B,241
INO80,-1
ZC3HC1,-1
EPM2AIP1,375
SENP1,493
MAP1LC3B2,391
YBEY,-1
BAG3,33
EDEM2,-1
BAG5,-1
SLC8A2,-1
NFE4,-1
C3orf18,339
AP5Z1,-1
NPAS1,164
ECSCR,-1
ZNF410,-1
HPS1,509
TULP2,221
PRSS27,-1
KIT,445
DPP3,235
H2BC8,-1
EXO1,282
FBXO11,358
CPNE9,454
UBP1,-1
GNB1,-1
COL26A1,-1
SELENOO,-1
GFER,202
PFKFB3,504
HNRNPH3,-1
H2AL3,-1
PIGW,255
RAX2,529
TARDBP,354
DST,-1
GNG2,-1
MORN4,42
OSBPL8,-1
PRRT3,-1
H4C9,-1
SRSF11,-1
CCDC93,-1
SOX30,210
DMRT1,395
VPS11,-1
B4GALNT3,111
TNFRSF10B,-1
H2AC16,-1
BHLHE41,-1
TBX5,162
PDX1,-1
CHST15,295
TMEM69,140
DNAJC16,-1
HOXB8,-1
IZUMO2,-1
DOLK,-1
TP53I13,243
TMEM59L,-1
SHLD2,416
HDAC10,-1
AKAP5,-1
PAX6,233
EPHA2,308
NOTCH3,521
COX14,-1
EBF3,91
TSPAN14,-1
RNFT1,-1
CMTM4,634
NPW,491
RBM3,358
NKRF,-1
H2AC20,-1
MEST,136
HOMER1,-1
MRPL17,544
CEP43,306
PCNX2,620
EPB41L1,95
BEND4,470
SPRED1,108
SMPDL3B,-1
ARF4,469
DUSP16,129
SMC1B,-1
MRPS36,333
LZTS1,317
MRPL4,-1
NDUFB4,365
UGT8,202
MZT2B,-1
RNF187,-1
NFYB,257
ACSM4,-1
GRAMD1A,-1
RFXAP,-1
LBX1,-1
PRKX,438
KDM1B,-1
HMX3,513
ASPHD1,434
PDS5A,-1
RPRD2,-1
ZNF124,-1
PAAF1,383
VSIG10L,-1
ISLR,-1
TMEM126B,-1
PHF3,-1
MAML3,92
CDKN1A,-1
UBE2S,565
NBR1,-1
ZFAND5,-1
PTMS,551
RUNDC1,-1
NDUFB10,-1
PDLIM7,333
CABLES2,-1
SNAI1,-1
NEUROG3,210
GOLGA7,79
H2BC12,-1
C1orf56,-1
TAF4,358
RTN4R,-1
PRKCG,418
FBXW4,490
IL17RB,354
LHX8,-1
THBS2,369
PIPOX,365
DDX31,329
CHST3,-1
GABRE,10
CAND1,402
USP42,265
TAC1,-1
VENTX,-1
CHD1,-1
PYGO2,-1
ZFP36L2,-1
CFAP418,-1
GNG14,-1
OPTN,-1
PAGE4,-1
ZFTRAF1,355
POU3F3,347
OTULIN,-1
FKBP10,-1
H2AX,277
ITGA3,456
ZNF575,-1
TRMT61A,-1
FABP3,549
DNAAF2,-1
SMARCA2,-1
CCDC184,623
DAPK3,-1
ERG28,-1
ZNFX1,-1
MTFR1,52
RAB42,-1
ARFIP2,-1
RUNX1,-1
ASRGL1,57
ZNF416,-1
GPATCH11,-1
RALGDS,599
HR,496
AKNA,487
SRSF2,449
SEPTIN11,-1
REP15,-1
ADCY1,552
TPM4,-1
AACS,-1
BECN1,287
THEM6,-1
RPA3,187
CLIP1,-1
QSOX1,-1
JPH2,-1
MTIF3,-1
USP32,596
PNPO,-1
LCMT2,-1
NODAL,-1
FAM76B,600
GPATCH3,584
SH3GL1,559
ZNF134,-1
B4GALT3,-1
ADCY5,519
PIP5K1A,344
ARL8A,160
TGFBR1,265
MMRN2,-1
STEAP2,553
CANX,87
ACACB,-1
AEBP2,-1
ZBP1,-1
EAF1,-1
REX1BD,142
CDK11A,-1
DRAM2,525
HFE,-1
PCSK7,562
GFI1,170
LAPTM4B,-1
SOX14,-1
KIF11,427
XXYLT1,261
KIZ,-1
TFDP2,-1
CSRP2,-1
MORF4L2,263
HNRNPA2B1,636
ALG13,-1
SRPK1,272
TMEM208,-1
RIDA,379
ZNF705A,418
SESN2,366
GLDC,244
EPB41L5,242
ST13,-1
RNF181,84
MEAK7,-1
RSBN1L,265
NOL9,290
UBXN8,373
RMND1,-1
ZBTB20,591
PAX4,544
UBA7,391
HSF4,-1
LBH,-1
CLU,393
SP2,-1
TRMT61B,-1
ARHGEF25,-1
PEX13,-1
ABL2,-1
RAB31,351
APOBEC1,-1
ATXN10,-1
KRT19,-1
FBXO27,600
H3-3B,615
UBIAD1,-1
GCM1,-1
TIMM10B,-1
IRAK4,-1
WDR54,-1
TRIM46,-1
ARID3B,261
USP34,1
PRIMPOL,-1
GPRIN2,-1
GRHL1,-1
MYNN,604
TOP2B,260
MAP2K4,59
FNDC11,-1
CNOT7,-1
ZNF114,-1
MMP14,-1
PRDM2,-1
TDG,391
CYB561D2,362
MDC1,-1
MAGED4,-1
TTC31,-1
PIP5KL1,-1
SAC3D1,637
CLDN15,45
ZNF330,474
JKAMP,506
UFC1,358
TCEAL1,130
HCN4,424
MT-ND3,535
VASP,163
IZUMO4,-1
SLC25A5,-1
PAK6,620
B3GNT2,-1
ACVR1B,562
CCDC153,-1
EFR3B,-1
DNM1L,-1
H2BC21,-1
EHD3,52
GRB2,-1
NECTIN3,389
KIF5C,-1
PPP2R1B,-1
UQCRHL,-1
PCYT2,-1
ABCF2,454
KIF1B,-1
DUXA,-1
NECAP1,283
SLC12A7,499
BCL2L10,533
CARD10,-1
SCAND1,-1
GAL3ST3,346
BMP2,506
GATA6,-1
FTCD,513
SLC30A3,-1
ARHGEF11,-1
RBL2,-1
ERBIN,159
UNK,-1
FKBP9,-1
NR4A1,-1
WRN,628
HMGA1,601
CTSV,604
MYH14,255
MAML2,435
TMEM17,227
FLCN,-1
COPS7A,-1
NAA40,-1
RBM12B,-1
TAP2,-1
FOXD4L6,-1
NDUFB11,421
VHL,130
NIPAL3,-1
BAMBI,201
LMAN1,-1
PRMT2,-1
ZNF708,196
KCNG1,274
PIERCE1,28
DZIP1,568
PRMT6,-1
ANKFY1,-1
TMED1,-1
KCNK15,515
SCG3,217
RNASEL,-1
ZNF865,-1
GABRG1,609
SLC12A9,295
NYNRIN,-1
FAM111A,-1
SAMD4B,-1
WARS1,-1
ALS2,291
CYSRT1,-1
SUV39H1,-1
MED23,-1
AMOT,64
TMEM249,211
ARSD,-1
HOXC9,594
CAVIN4,-1
ATF6B,615
DDX39A,-1
TOMM5,-1
H2AC15,406
WRAP73,338
SMIM26,634
MAML1,586
H2AC19,-1
TUT7,318
IER5,-1
ATXN3,-1
PNMA1,-1
HADH,552
EFNA1,368
PABPC5,-1
TP63,-1
PUM2,-1
AGPAT2,-1
GJA1,225
ZNF529,112
TMTC4,-1
MRPL58,315
SLC35A5,-1
SLC4A7,351
ALPK3,141
TIGAR,-1
OGFOD2,446
GALNT11,56
INO80D,-1
TUBB2A,-1
CDK3,241
GPC1,-1
SRI,237
ARFGEF2,11
PYCR2,-1
TM6SF1,-1
H3C7,-1
ALG10,-1
PCSK1N,213
MED29,-1
RNF5,30
C15orf40,-1
CCDC142,-1
DEPDC1B,604
RAD18,-1
INPP4A,242
TERF1,-1
B3GNT9,-1
ATG12,236
PDIK1L,-1
PRR22,-1
SHISAL2B,9
SLC9A8,-1
MRM2,257
RSPRY1,-1
PIGU,95
C1QBP,-1
MBOAT2,-1
NDRG3,-1
PDZD4,29
VAPA,137
WWP1,265
SGSH,-1
SETX,-1
TRMT2A,486
ADAM17,6
TPP1,-1
PIH1D1,362
CHST4,293
ZNF559,-1
ORC5,-1
ZSWIM9,-1
RPL13,494
ADCY7,232
H2AB1,-1
CSGALNACT2,424
DPPA5,557
N4BP1,-1
RING1,-1
SCN5A,-1
CACNA1H,84
MAP4K5,-1
OSBPL10,373
PPHLN1,360
NHLRC2,-1
FCGRT,-1
TBCCD1,499
LRIG2,-1
CILK1,208
TEX264,-1
FEN1,-1
ZNF467,-1
COX7A2L,89
DYNLT3,-1
SIRT6,-1
CEP290,-1
SETD1A,-1
HOXC11,-1
TRIM4,414
MYEF2,-1
CNN3,244
FAAH,-1
GSTM4,287
IGSF9,-1
BOLA2B,-1
XPA,-1
AUP1,-1
SNX16,482
TPBGL,637
EPOP,-1
NIPBL,-1
GAS8,433
SPATA5L1,396
TRAF4,-1
MRPL51,473
ATF6,-1
OFD1,625
HRH2,625
FDX1,-1
ADAD2,482
SKIC2,-1
G6PD,619
ESRP2,622
CYP27C1,-1
CPSF7,-1
ZBTB16,-1
FERMT2,443
